filename,n256000_m4000__adaptiveGreedy_explore
random_i0_n256000_m4000.hgr,1593.0
random_i10_n256000_m4000.hgr,1596.0
random_i11_n256000_m4000.hgr,1609.0
random_i12_n256000_m4000.hgr,1588.0
random_i13_n256000_m4000.hgr,1583.0
random_i14_n256000_m4000.hgr,1587.0
random_i15_n256000_m4000.hgr,1596.0
random_i16_n256000_m4000.hgr,1614.0
random_i17_n256000_m4000.hgr,1567.0
random_i18_n256000_m4000.hgr,1622.0
random_i19_n256000_m4000.hgr,1592.0
random_i1_n256000_m4000.hgr,1569.0
random_i20_n256000_m4000.hgr,1582.0
random_i21_n256000_m4000.hgr,1561.0
random_i22_n256000_m4000.hgr,1587.0
random_i23_n256000_m4000.hgr,1594.0
random_i24_n256000_m4000.hgr,1576.0
random_i25_n256000_m4000.hgr,1594.0
random_i26_n256000_m4000.hgr,1603.0
random_i27_n256000_m4000.hgr,1591.0
random_i28_n256000_m4000.hgr,1613.0
random_i29_n256000_m4000.hgr,1610.0
random_i2_n256000_m4000.hgr,1604.0
random_i3_n256000_m4000.hgr,1599.0
random_i4_n256000_m4000.hgr,1592.0
random_i5_n256000_m4000.hgr,1558.0
random_i6_n256000_m4000.hgr,1609.0
random_i7_n256000_m4000.hgr,1590.0
random_i8_n256000_m4000.hgr,1568.0
random_i9_n256000_m4000.hgr,1592.0
AVERAGE,1591.3
